9.999808553,0,0,9.999808553,0,0,9.999808553,0,0,4.999904277,0,0,4.999904277,0,0,4.999904277,0,0,3.333269518,0,0,3.333269518,0,0,3.333269518,0,0,9.999808553,0,0,9.999808553,0,0,9.999808553,0,0,4.999904277,0,0,4.999904277,0,0,4.999904277,0,0,3.333269518,0,0,3.333269518,0,0,3.333269518,0,0,9.999808553,0,0,9.999808553,0,0,9.999808553,0,0,4.999904277,0,0,4.999904277,0,0,4.999904277,0,0,3.333269518,0,0,3.333269518,0,0,3.333269518,0,0,10,0,1,10,0,1,10,0,1,5,0,0.5,5,0,0.5,5,0,0.5,3.333333333,0,0.333333333,3.333333333,0,0.333333333,3.333333333,0,0.333333333,10,0,1,10,0,1,10,0,1,5,0,0.5,5,0,0.5,5,0,0.5,3.333333333,0,0.333333333,3.333333333,0,0.333333333,3.333333333,0,0.333333333,10,0,1,10,0,1,10,0,1,5,0,0.5,5,0,0.5,5,0,0.5,3.333333333,0,0.333333333,3.333333333,0,0.333333333,3.333333333,0,0.333333333,9.972144847,0,0,9.972144847,0,0,9.972144847,0,0,4.986072423,0,0,4.986072423,0,0,4.986072423,0,0,3.324048282,0,0,3.324048282,0,0,3.324048282,0,0,9.972144847,0,0,9.972144847,0,0,9.972144847,0,0,4.986072423,0,0,4.986072423,0,0,4.986072423,0,0,3.324048282,0,0,3.324048282,0,0,3.324048282,0,0,9.972144847,0,0,9.972144847,0,0,9.972144847,0,0,4.986072423,0,0,4.986072423,0,0,4.986072423,0,0,3.324048282,0,0,3.324048282,0,0,3.324048282,0,0,10,0,0,10,0,0,10,0,0,5,0,0,5,0,0,5,0,0,3.333333333,0,0,3.333333333,0,0,3.333333333,0,0,10,0,0,10,0,0,10,0,0,5,0,0,5,0,0,5,0,0,3.333333333,0,0,3.333333333,0,0,3.333333333,0,0,10,0,0,10,0,0,10,0,0,5,0,0,5,0,0,5,0,0,3.333333333,0,0,3.333333333,0,0,3.333333333,0,0
0.055555556,1.002785515,0.004893067,2.027777778,1.002785515,0.007638392,4.027777778,1.002785515,0.013552412,0.055555556,1.002785515,0.002446534,2.027777778,1.002785515,0.003819196,4.027777778,1.002785515,0.006776206,0.055555556,1.002785515,0.001631022,2.027777778,1.002785515,0.002546131,4.027777778,1.002785515,0.004517471,0.055555556,1.002785515,0.019476501,2.027777778,1.002785515,0.03032019,4.027777778,1.002785515,0.053474975,0.055555556,1.002785515,0.009738251,2.027777778,1.002785515,0.015160095,4.027777778,1.002785515,0.026737488,0.055555556,1.002785515,0.006492167,2.027777778,1.002785515,0.01010673,4.027777778,1.002785515,0.017824992,0.055555556,1.002785515,0.043464871,2.027777778,1.002785515,0.067352382,4.027777778,1.002785515,0.117603503,0.055555556,1.002785515,0.021732435,2.027777778,1.002785515,0.033676191,4.027777778,1.002785515,0.058801751,0.055555556,1.002785515,0.01448829,2.027777778,1.002785515,0.022450794,4.027777778,1.002785515,0.039201168,0,1.002785515,1,1.972222222,1.002785515,1,3.972222222,1.002785515,1,0,1.002785515,0.5,1.972222222,1.002785515,0.5,3.972222222,1.002785515,0.5,0,1.002785515,0.333333333,1.972222222,1.002785515,0.333333333,3.972222222,1.002785515,0.333333333,0,1.002785515,1,1.972222222,1.002785515,1,3.972222222,1.002785515,1,0,1.002785515,0.5,1.972222222,1.002785515,0.5,3.972222222,1.002785515,0.5,0,1.002785515,0.333333333,1.972222222,1.002785515,0.333333333,3.972222222,1.002785515,0.333333333,0,1.002785515,1,1.972222222,1.002785515,1,3.972222222,1.002785515,1,0,1.002785515,0.5,1.972222222,1.002785515,0.5,3.972222222,1.002785515,0.5,0,1.002785515,0.333333333,1.972222222,1.002785515,0.333333333,3.972222222,1.002785515,0.333333333,0.055555556,1.002785515,0.044568245,2.027777778,1.002785515,0.055710306,4.027777778,1.002785515,0.074280409,0.055555556,1.002785515,0.022284123,2.027777778,1.002785515,0.027855153,4.027777778,1.002785515,0.037140204,0.055555556,1.002785515,0.014856082,2.027777778,1.002785515,0.018570102,4.027777778,1.002785515,0.024760136,0.055555556,1.002785515,0.08913649,2.027777778,1.002785515,0.111420613,4.027777778,1.002785515,0.148560817,0.055555556,1.002785515,0.044568245,2.027777778,1.002785515,0.055710306,4.027777778,1.002785515,0.074280409,0.055555556,1.002785515,0.029712163,2.027777778,1.002785515,0.037140204,4.027777778,1.002785515,0.049520272,0.055555556,1.002785515,0.133704735,2.027777778,1.002785515,0.167130919,4.027777778,1.002785515,0.222841226,0.055555556,1.002785515,0.066852368,2.027777778,1.002785515,0.08356546,4.027777778,1.002785515,0.111420613,0.055555556,1.002785515,0.044568245,2.027777778,1.002785515,0.055710306,4.027777778,1.002785515,0.074280409,0.055555556,1.002785515,0.022346369,2.027777778,1.002785515,0.027874564,4.027777778,1.002785515,0.037209302,0.055555556,1.002785515,0.011173184,2.027777778,1.002785515,0.013937282,4.027777778,1.002785515,0.018604651,0.055555556,1.002785515,0.00744879,2.027777778,1.002785515,0.009291521,4.027777778,1.002785515,0.012403101,0.055555556,1.002785515,0.044692737,2.027777778,1.002785515,0.055749129,4.027777778,1.002785515,0.074418605,0.055555556,1.002785515,0.022346369,2.027777778,1.002785515,0.027874564,4.027777778,1.002785515,0.037209302,0.055555556,1.002785515,0.014897579,2.027777778,1.002785515,0.018583043,4.027777778,1.002785515,0.024806202,0.055555556,1.002785515,0.067039106,2.027777778,1.002785515,0.083623693,4.027777778,1.002785515,0.111627907,0.055555556,1.002785515,0.033519553,2.027777778,1.002785515,0.041811847,4.027777778,1.002785515,0.055813953,0.055555556,1.002785515,0.022346369,2.027777778,1.002785515,0.027874564,4.027777778,1.002785515,0.037209302
8,2.005571031,0.019476501,9,2.005571031,0.03032019,8,2.005571031,0.053474975,8,2.005571031,0.009738251,10,2.005571031,0.015160095,8,2.005571031,0.026737488,8,2.005571031,0.006492167,10,2.005571031,0.01010673,10,2.005571031,0.017824992,10,2.005571031,0.076388669,10,2.005571031,0.117603503,8,2.005571031,0.202461609,9,2.005571031,0.038194335,9,2.005571031,0.058801751,10,2.005571031,0.101230805,10,2.005571031,0.02546289,8,2.005571031,0.039201168,10,2.005571031,0.067487203,9,2.005571031,0.166302704,9,2.005571031,0.251264153,10,2.005571031,0.415091676,10,2.005571031,0.083151352,9,2.005571031,0.125632077,9,2.005571031,0.207545838,8,2.005571031,0.055434235,9,2.005571031,0.083754718,10,2.005571031,0.138363892,6,2.005571031,1,7,2.005571031,1,6,2.005571031,1,6,2.005571031,0.5,7,2.005571031,0.5,7,2.005571031,0.5,6,2.005571031,0.333333333,7,2.005571031,0.333333333,6,2.005571031,0.333333333,6,2.005571031,1,6,2.005571031,1,6,2.005571031,1,6,2.005571031,0.5,7,2.005571031,0.5,6,2.005571031,0.5,7,2.005571031,0.333333333,7,2.005571031,0.333333333,6,2.005571031,0.333333333,7,2.005571031,1,6,2.005571031,1,6,2.005571031,1,6,2.005571031,0.5,6,2.005571031,0.5,7,2.005571031,0.5,6,2.005571031,0.333333333,7,2.005571031,0.333333333,6,2.005571031,0.333333333,4,2.005571031,0.08913649,4,2.005571031,0.111420613,4,2.005571031,0.148560817,4,2.005571031,0.044568245,6,2.005571031,0.055710306,6,2.005571031,0.074280409,5,2.005571031,0.029712163,5,2.005571031,0.037140204,6,2.005571031,0.049520272,4,2.005571031,0.178272981,5,2.005571031,0.222841226,5,2.005571031,0.297121634,5,2.005571031,0.08913649,4,2.005571031,0.111420613,5,2.005571031,0.148560817,6,2.005571031,0.059424327,6,2.005571031,0.074280409,5,2.005571031,0.099040545,5,2.005571031,0.267409471,5,2.005571031,0.334261838,5,2.005571031,0.445682451,6,2.005571031,0.133704735,5,2.005571031,0.167130919,4,2.005571031,0.222841226,5,2.005571031,0.08913649,6,2.005571031,0.111420613,4,2.005571031,0.148560817,2,2.005571031,0.044692737,2,2.005571031,0.055749129,2,2.005571031,0.074418605,2,2.005571031,0.022346369,1,2.005571031,0.027874564,1,2.005571031,0.037209302,1,2.005571031,0.014897579,1,2.005571031,0.018583043,2,2.005571031,0.024806202,2,2.005571031,0.089385475,1,2.005571031,0.111498258,2,2.005571031,0.148837209,2,2.005571031,0.044692737,1,2.005571031,0.055749129,2,2.005571031,0.074418605,2,2.005571031,0.029795158,2,2.005571031,0.037166086,2,2.005571031,0.049612403,2,2.005571031,0.134078212,1,2.005571031,0.167247387,1,2.005571031,0.223255814,1,2.005571031,0.067039106,2,2.005571031,0.083623693,2,2.005571031,0.111627907,1,2.005571031,0.044692737,1,2.005571031,0.055749129,1,2.005571031,0.074418605
,3.008356546,0.043464871,,3.008356546,0.067352382,,3.008356546,0.117603503,,3.008356546,0.021732435,,3.008356546,0.033676191,,3.008356546,0.058801751,,3.008356546,0.01448829,,3.008356546,0.022450794,,3.008356546,0.039201168,,3.008356546,0.166302704,,3.008356546,0.251264153,,3.008356546,0.415091676,,3.008356546,0.083151352,,3.008356546,0.125632077,,3.008356546,0.207545838,,3.008356546,0.055434235,,3.008356546,0.083754718,,3.008356546,0.138363892,,3.008356546,0.347156976,,3.008356546,0.502187732,,3.008356546,0.752521914,,3.008356546,0.173578488,,3.008356546,0.251093866,,3.008356546,0.376260957,,3.008356546,0.115718992,,3.008356546,0.167395911,,3.008356546,0.250840638,,3.008356546,1,,3.008356546,1,,3.008356546,1,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,1,,3.008356546,1,,3.008356546,1,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,1,,3.008356546,1,,3.008356546,1,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.5,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,0.333333333,,3.008356546,0.133704735,,3.008356546,0.167130919,,3.008356546,0.222841226,,3.008356546,0.066852368,,3.008356546,0.08356546,,3.008356546,0.111420613,,3.008356546,0.044568245,,3.008356546,0.055710306,,3.008356546,0.074280409,,3.008356546,0.267409471,,3.008356546,0.334261838,,3.008356546,0.445682451,,3.008356546,0.133704735,,3.008356546,0.167130919,,3.008356546,0.222841226,,3.008356546,0.08913649,,3.008356546,0.111420613,,3.008356546,0.148560817,,3.008356546,0.401114206,,3.008356546,0.501392758,,3.008356546,0.668523677,,3.008356546,0.200557103,,3.008356546,0.250696379,,3.008356546,0.334261838,,3.008356546,0.133704735,,3.008356546,0.167130919,,3.008356546,0.222841226,,3.008356546,0.067039106,,3.008356546,0.083623693,,3.008356546,0.111627907,,3.008356546,0.033519553,,3.008356546,0.041811847,,3.008356546,0.055813953,,3.008356546,0.022346369,,3.008356546,0.027874564,,3.008356546,0.037209302,,3.008356546,0.134078212,,3.008356546,0.167247387,,3.008356546,0.223255814,,3.008356546,0.067039106,,3.008356546,0.083623693,,3.008356546,0.111627907,,3.008356546,0.044692737,,3.008356546,0.055749129,,3.008356546,0.074418605,,3.008356546,0.201117318,,3.008356546,0.25087108,,3.008356546,0.334883721,,3.008356546,0.100558659,,3.008356546,0.12543554,,3.008356546,0.16744186,,3.008356546,0.067039106,,3.008356546,0.083623693,,3.008356546,0.111627907
,4.011142061,0.076388669,,4.011142061,0.117603503,,4.011142061,0.202461609,,4.011142061,0.038194335,,4.011142061,0.058801751,,4.011142061,0.101230805,,4.011142061,0.02546289,,4.011142061,0.039201168,,4.011142061,0.067487203,,4.011142061,0.282213762,,4.011142061,0.415091676,,4.011142061,0.645883624,,4.011142061,0.141106881,,4.011142061,0.207545838,,4.011142061,0.322941812,,4.011142061,0.094071254,,4.011142061,0.138363892,,4.011142061,0.215294541,,4.011142061,0.554584458,,4.011142061,0.752521914,,4.011142061,0.971162306,,4.011142061,0.277292229,,4.011142061,0.376260957,,4.011142061,0.485581153,,4.011142061,0.184861486,,4.011142061,0.250840638,,4.011142061,0.323720769,,4.011142061,1,,4.011142061,1,,4.011142061,1,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,1,,4.011142061,1,,4.011142061,1,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,1,,4.011142061,1,,4.011142061,1,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.5,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,0.333333333,,4.011142061,0.178272981,,4.011142061,0.222841226,,4.011142061,0.297121634,,4.011142061,0.08913649,,4.011142061,0.111420613,,4.011142061,0.148560817,,4.011142061,0.059424327,,4.011142061,0.074280409,,4.011142061,0.099040545,,4.011142061,0.356545961,,4.011142061,0.445682451,,4.011142061,0.594243268,,4.011142061,0.178272981,,4.011142061,0.222841226,,4.011142061,0.297121634,,4.011142061,0.118848654,,4.011142061,0.148560817,,4.011142061,0.198081089,,4.011142061,0.534818942,,4.011142061,0.668523677,,4.011142061,0.891364903,,4.011142061,0.267409471,,4.011142061,0.334261838,,4.011142061,0.445682451,,4.011142061,0.178272981,,4.011142061,0.222841226,,4.011142061,0.297121634,,4.011142061,0.089385475,,4.011142061,0.111498258,,4.011142061,0.148837209,,4.011142061,0.044692737,,4.011142061,0.055749129,,4.011142061,0.074418605,,4.011142061,0.029795158,,4.011142061,0.037166086,,4.011142061,0.049612403,,4.011142061,0.17877095,,4.011142061,0.222996516,,4.011142061,0.297674419,,4.011142061,0.089385475,,4.011142061,0.111498258,,4.011142061,0.148837209,,4.011142061,0.059590317,,4.011142061,0.074332172,,4.011142061,0.099224806,,4.011142061,0.268156425,,4.011142061,0.334494774,,4.011142061,0.446511628,,4.011142061,0.134078212,,4.011142061,0.167247387,,4.011142061,0.223255814,,4.011142061,0.089385475,,4.011142061,0.111498258,,4.011142061,0.148837209
,5.013927577,0.117603503,,5.013927577,0.179538202,,5.013927577,0.303449167,,5.013927577,0.058801751,,5.013927577,0.089769101,,5.013927577,0.151724584,,5.013927577,0.039201168,,5.013927577,0.059846067,,5.013927577,0.101149722,,5.013927577,0.415091676,,5.013927577,0.589216944,,5.013927577,0.84547108,,5.013927577,0.207545838,,5.013927577,0.294608472,,5.013927577,0.42273554,,5.013927577,0.138363892,,5.013927577,0.196405648,,5.013927577,0.281823693,,5.013927577,0.752521914,,5.013927577,0.934824287,,5.013927577,0.968161347,,5.013927577,0.376260957,,5.013927577,0.467412144,,5.013927577,0.484080674,,5.013927577,0.250840638,,5.013927577,0.311608096,,5.013927577,0.322720449,,5.013927577,1,,5.013927577,1,,5.013927577,1,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,1,,5.013927577,1,,5.013927577,1,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,1,,5.013927577,1,,5.013927577,1,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.5,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,0.333333333,,5.013927577,0.222841226,,5.013927577,0.278551532,,5.013927577,0.371402043,,5.013927577,0.111420613,,5.013927577,0.139275766,,5.013927577,0.185701021,,5.013927577,0.074280409,,5.013927577,0.092850511,,5.013927577,0.123800681,,5.013927577,0.445682451,,5.013927577,0.557103064,,5.013927577,0.742804085,,5.013927577,0.222841226,,5.013927577,0.278551532,,5.013927577,0.371402043,,5.013927577,0.148560817,,5.013927577,0.185701021,,5.013927577,0.247601362,,5.013927577,0.668523677,,5.013927577,0.835654596,,5.013927577,0.885793872,,5.013927577,0.334261838,,5.013927577,0.417827298,,5.013927577,0.442896936,,5.013927577,0.222841226,,5.013927577,0.278551532,,5.013927577,0.295264624,,5.013927577,0.111731844,,5.013927577,0.139372822,,5.013927577,0.186046512,,5.013927577,0.055865922,,5.013927577,0.069686411,,5.013927577,0.093023256,,5.013927577,0.037243948,,5.013927577,0.046457607,,5.013927577,0.062015504,,5.013927577,0.223463687,,5.013927577,0.278745645,,5.013927577,0.372093023,,5.013927577,0.111731844,,5.013927577,0.139372822,,5.013927577,0.186046512,,5.013927577,0.074487896,,5.013927577,0.092915215,,5.013927577,0.124031008,,5.013927577,0.335195531,,5.013927577,0.418118467,,5.013927577,0.558139535,,5.013927577,0.167597765,,5.013927577,0.209059233,,5.013927577,0.279069767,,5.013927577,0.111731844,,5.013927577,0.139372822,,5.013927577,0.186046512
,6.016713092,0.166302704,,6.016713092,0.251264153,,6.016713092,0.415091676,,6.016713092,0.083151352,,6.016713092,0.125632077,,6.016713092,0.207545838,,6.016713092,0.055434235,,6.016713092,0.083754718,,6.016713092,0.138363892,,6.016713092,0.554584458,,6.016713092,0.752521914,,6.016713092,0.971162306,,6.016713092,0.277292229,,6.016713092,0.376260957,,6.016713092,0.485581153,,6.016713092,0.184861486,,6.016713092,0.250840638,,6.016713092,0.323720769,,6.016713092,0.906556041,,6.016713092,0.999980855,,6.016713092,0.744930731,,6.016713092,0.45327802,,6.016713092,0.499990428,,6.016713092,0.372465366,,6.016713092,0.302185347,,6.016713092,0.333326952,,6.016713092,0.248310244,,6.016713092,1,,6.016713092,1,,6.016713092,1,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,1,,6.016713092,1,,6.016713092,1,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,1,,6.016713092,1,,6.016713092,1,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.5,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,0.333333333,,6.016713092,0.267409471,,6.016713092,0.334261838,,6.016713092,0.445682451,,6.016713092,0.133704735,,6.016713092,0.167130919,,6.016713092,0.222841226,,6.016713092,0.08913649,,6.016713092,0.111420613,,6.016713092,0.148560817,,6.016713092,0.534818942,,6.016713092,0.668523677,,6.016713092,0.891364903,,6.016713092,0.267409471,,6.016713092,0.334261838,,6.016713092,0.445682451,,6.016713092,0.178272981,,6.016713092,0.222841226,,6.016713092,0.297121634,,6.016713092,0.802228412,,6.016713092,0.997214485,,6.016713092,0.662952646,,6.016713092,0.401114206,,6.016713092,0.498607242,,6.016713092,0.331476323,,6.016713092,0.267409471,,6.016713092,0.332404828,,6.016713092,0.220984215,,6.016713092,0.134078212,,6.016713092,0.167247387,,6.016713092,0.223255814,,6.016713092,0.067039106,,6.016713092,0.083623693,,6.016713092,0.111627907,,6.016713092,0.044692737,,6.016713092,0.055749129,,6.016713092,0.074418605,,6.016713092,0.268156425,,6.016713092,0.334494774,,6.016713092,0.446511628,,6.016713092,0.134078212,,6.016713092,0.167247387,,6.016713092,0.223255814,,6.016713092,0.089385475,,6.016713092,0.111498258,,6.016713092,0.148837209,,6.016713092,0.402234637,,6.016713092,0.50174216,,6.016713092,0.669767442,,6.016713092,0.201117318,,6.016713092,0.25087108,,6.016713092,0.334883721,,6.016713092,0.134078212,,6.016713092,0.167247387,,6.016713092,0.223255814
,7.019498607,0.221533118,,7.019498607,0.330589873,,7.019498607,0.531337035,,7.019498607,0.110766559,,7.019498607,0.165294936,,7.019498607,0.265668517,,7.019498607,0.073844373,,7.019498607,0.110196624,,7.019498607,0.177112345,,7.019498607,0.689824783,,7.019498607,0.885200835,,7.019498607,0.996071961,,7.019498607,0.344912392,,7.019498607,0.442600417,,7.019498607,0.49803598,,7.019498607,0.229941594,,7.019498607,0.295066945,,7.019498607,0.332023987,,7.019498607,0.989906544,,7.019498607,0.930437818,,7.019498607,0.406481267,,7.019498607,0.494953272,,7.019498607,0.465218909,,7.019498607,0.203240634,,7.019498607,0.329968848,,7.019498607,0.310145939,,7.019498607,0.135493756,,7.019498607,1,,7.019498607,1,,7.019498607,1,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,1,,7.019498607,1,,7.019498607,1,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,1,,7.019498607,1,,7.019498607,1,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.5,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,0.333333333,,7.019498607,0.311977716,,7.019498607,0.389972145,,7.019498607,0.51996286,,7.019498607,0.155988858,,7.019498607,0.194986072,,7.019498607,0.25998143,,7.019498607,0.103992572,,7.019498607,0.129990715,,7.019498607,0.173320953,,7.019498607,0.623955432,,7.019498607,0.77994429,,7.019498607,0.96007428,,7.019498607,0.311977716,,7.019498607,0.389972145,,7.019498607,0.48003714,,7.019498607,0.207985144,,7.019498607,0.25998143,,7.019498607,0.32002476,,7.019498607,0.935933148,,7.019498607,0.830083565,,7.019498607,0.440111421,,7.019498607,0.467966574,,7.019498607,0.415041783,,7.019498607,0.22005571,,7.019498607,0.311977716,,7.019498607,0.276694522,,7.019498607,0.146703807,,7.019498607,0.156424581,,7.019498607,0.195121951,,7.019498607,0.260465116,,7.019498607,0.078212291,,7.019498607,0.097560976,,7.019498607,0.130232558,,7.019498607,0.052141527,,7.019498607,0.06504065,,7.019498607,0.086821705,,7.019498607,0.312849162,,7.019498607,0.390243902,,7.019498607,0.520930233,,7.019498607,0.156424581,,7.019498607,0.195121951,,7.019498607,0.260465116,,7.019498607,0.104283054,,7.019498607,0.130081301,,7.019498607,0.173643411,,7.019498607,0.469273743,,7.019498607,0.585365854,,7.019498607,0.781395349,,7.019498607,0.234636872,,7.019498607,0.292682927,,7.019498607,0.390697674,,7.019498607,0.156424581,,7.019498607,0.195121951,,7.019498607,0.260465116
,8.022284123,0.282213762,,8.022284123,0.415091676,,8.022284123,0.645883624,,8.022284123,0.141106881,,8.022284123,0.207545838,,8.022284123,0.322941812,,8.022284123,0.094071254,,8.022284123,0.138363892,,8.022284123,0.215294541,,8.022284123,0.810276618,,8.022284123,0.971162306,,8.022284123,0.914871872,,8.022284123,0.405138309,,8.022284123,0.485581153,,8.022284123,0.457435936,,8.022284123,0.270092206,,8.022284123,0.323720769,,8.022284123,0.304957291,,8.022284123,0.988082148,,8.022284123,0.744930731,,8.022284123,0.112024326,,8.022284123,0.494041074,,8.022284123,0.372465366,,8.022284123,0.056012163,,8.022284123,0.329360716,,8.022284123,0.248310244,,8.022284123,0.037341442,,8.022284123,1,,8.022284123,1,,8.022284123,1,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,1,,8.022284123,1,,8.022284123,1,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,1,,8.022284123,1,,8.022284123,1,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.5,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,0.333333333,,8.022284123,0.356545961,,8.022284123,0.445682451,,8.022284123,0.594243268,,8.022284123,0.178272981,,8.022284123,0.222841226,,8.022284123,0.297121634,,8.022284123,0.118848654,,8.022284123,0.148560817,,8.022284123,0.198081089,,8.022284123,0.713091922,,8.022284123,0.891364903,,8.022284123,0.811513463,,8.022284123,0.356545961,,8.022284123,0.445682451,,8.022284123,0.405756732,,8.022284123,0.237697307,,8.022284123,0.297121634,,8.022284123,0.270504488,,8.022284123,0.930362117,,8.022284123,0.662952646,,8.022284123,0.217270195,,8.022284123,0.465181058,,8.022284123,0.331476323,,8.022284123,0.108635097,,8.022284123,0.310120706,,8.022284123,0.220984215,,8.022284123,0.072423398,,8.022284123,0.17877095,,8.022284123,0.222996516,,8.022284123,0.297674419,,8.022284123,0.089385475,,8.022284123,0.111498258,,8.022284123,0.148837209,,8.022284123,0.059590317,,8.022284123,0.074332172,,8.022284123,0.099224806,,8.022284123,0.357541899,,8.022284123,0.445993031,,8.022284123,0.595348837,,8.022284123,0.17877095,,8.022284123,0.222996516,,8.022284123,0.297674419,,8.022284123,0.119180633,,8.022284123,0.148664344,,8.022284123,0.198449612,,8.022284123,0.536312849,,8.022284123,0.668989547,,8.022284123,0.893023256,,8.022284123,0.268156425,,8.022284123,0.334494774,,8.022284123,0.446511628,,8.022284123,0.17877095,,8.022284123,0.222996516,,8.022284123,0.297674419
,9.025069638,0.347156976,,9.025069638,0.502187732,,9.025069638,0.752521914,,9.025069638,0.173578488,,9.025069638,0.251093866,,9.025069638,0.376260957,,9.025069638,0.115718992,,9.025069638,0.167395911,,9.025069638,0.250840638,,9.025069638,0.906556041,,9.025069638,0.999980855,,9.025069638,0.744930731,,9.025069638,0.45327802,,9.025069638,0.499990428,,9.025069638,0.372465366,,9.025069638,0.302185347,,9.025069638,0.333326952,,9.025069638,0.248310244,,9.025069638,0.901400042,,9.025069638,0.493436973,,9.025069638,0,,9.025069638,0.450700021,,9.025069638,0.246718486,,9.025069638,0,,9.025069638,0.300466681,,9.025069638,0.164478991,,9.025069638,0,,9.025069638,1,,9.025069638,1,,9.025069638,1,,9.025069638,0.5,,9.025069638,0.5,,9.025069638,0.5,,9.025069638,0.333333333,,9.025069638,0.333333333,,9.025069638,0.333333333,,9.025069638,1,,9.025069638,1,,9.025069638,1,,9.025069638,0.5,,9.025069638,0.5,,9.025069638,0.5,,9.025069638,0.333333333,,9.025069638,0.333333333,,9.025069638,0.333333333,,9.025069638,1,,9.025069638,1,,9.025069638,0,,9.025069638,0.5,,9.025069638,0.5,,9.025069638,0,,9.025069638,0.333333333,,9.025069638,0.333333333,,9.025069638,0,,9.025069638,0.401114206,,9.025069638,0.501392758,,9.025069638,0.668523677,,9.025069638,0.200557103,,9.025069638,0.250696379,,9.025069638,0.334261838,,9.025069638,0.133704735,,9.025069638,0.167130919,,9.025069638,0.222841226,,9.025069638,0.802228412,,9.025069638,0.997214485,,9.025069638,0.662952646,,9.025069638,0.401114206,,9.025069638,0.498607242,,9.025069638,0.331476323,,9.025069638,0.267409471,,9.025069638,0.332404828,,9.025069638,0.220984215,,9.025069638,0.796657382,,9.025069638,0.495821727,,9.025069638,0,,9.025069638,0.398328691,,9.025069638,0.247910864,,9.025069638,0,,9.025069638,0.265552461,,9.025069638,0.165273909,,9.025069638,0,,9.025069638,0.201117318,,9.025069638,0.25087108,,9.025069638,0.334883721,,9.025069638,0.100558659,,9.025069638,0.12543554,,9.025069638,0.16744186,,9.025069638,0.067039106,,9.025069638,0.083623693,,9.025069638,0.111627907,,9.025069638,0.402234637,,9.025069638,0.50174216,,9.025069638,0.669767442,,9.025069638,0.201117318,,9.025069638,0.25087108,,9.025069638,0.334883721,,9.025069638,0.134078212,,9.025069638,0.167247387,,9.025069638,0.223255814,,9.025069638,0.603351955,,9.025069638,0.75261324,,9.025069638,0,,9.025069638,0.301675978,,9.025069638,0.37630662,,9.025069638,0,,9.025069638,0.201117318,,9.025069638,0.25087108,,9.025069638,0
